url_path,views_total,views_unique
/pbs-assess/pacea,54,22
/pbs-assess/pacea/tree/main/R,30,4
/pbs-assess/pacea/tree/main,18,5
/pbs-assess/pacea/blob/5c2f578a0c2835f23a04b1817b1c4e27b769f625/DESCRIPTION,14,7
/pbs-assess/pacea/tree/main/data-raw,13,3
/pbs-assess/pacea/blob/main/talks/pacea-release-talk-uvic.pdf,12,5
/pbs-assess/pacea/blob/main/README.md,12,3
/pbs-assess/pacea/tree/main/vignettes,12,3
/pbs-assess/pacea/blob/dev-andy/man/figures/logo.png,11,1
/pbs-assess/pacea/blob/main/inst/CITATION,9,3
