url_path,views_total,views_unique
/pbs-assess/PACea,36,21
/pbs-assess/pacea,18,9
/pbs-assess/pacea/blob/main/README.Rmd,14,5
/pbs-assess/pacea/blob/main/talks/pacea-release-talk-dfo.pdf,9,3
/pbs-assess/pacea/tree/main/vignettes,8,3
/pbs-assess/pacea/blob/main/vignettes/bccm.Rmd,6,2
/pbs-assess/pacea/tree/main/data-raw,6,1
/pbs-assess/pacea/blob/main/talks/pacea-release-talk-uvic.pdf,5,2
/pbs-assess/pacea/commit/0658adf1d2d3b21d501e1fe80ad096c0c82670de,4,4
/pbs-assess/pacea/blob/main/talks/pacea-release-talk.Rmd,3,1
