url_path,views_total,views_unique
/pbs-assess/pacea,115,45
/pbs-assess/pacea/tree/main/R,34,5
/pbs-assess/pacea/blob/main/talks/pacea-release-talk-uvic.pdf,29,9
/pbs-assess/pacea/tree/main,27,6
/pbs-assess/pacea/tree/main/talks,24,3
/pbs-assess/pacea/tree/main/data-raw,22,4
/pbs-assess/pacea/blob/main/talks/pacea-release-talk-dfo.pdf,17,4
/pbs-assess/pacea/tree/main/data,16,5
/pbs-assess/pacea/blob/5c2f578a0c2835f23a04b1817b1c4e27b769f625/DESCRIPTION,14,7
/pbs-assess/pacea/tree/main/vignettes,14,3
