url_path,views_total,views_unique
/pbs-assess/pacea,38,17
/pbs-assess/pacea/tree/main/R,10,4
/pbs-assess/pacea/blob/main/R/get-zenodo-data.R,5,3
/pbs-assess/pacea/commit/f1ec612accc006159f1a5e044e3f2e3ee9ead6f0,4,4
/pbs-assess/PACea,4,3
/pbs-assess/pacea/issues/76,4,1
/pbs-assess/pacea/issues/57,2,2
/pbs-assess/pacea/blame/main/R/get-zenodo-data.R,2,1
/pbs-assess/pacea/blob/25eca25c4dedfd089adecf73ed2bab189b41e8d5/NAMESPACE,2,1
/pbs-assess/pacea/blob/25eca25c4dedfd089adecf73ed2bab189b41e8d5/R/plot-pacea-biomass.R,2,1
